"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"AT5G624702",6.24219920210507e-05,0.281353323312893,0.321,0.13,0.768601987755197,"7","AT5G62470"
"AT3G568801",6.32659777237593e-05,0.330158579906046,0.396,0.184,0.778993983712648,"7","AT3G56880"
"AT1G670901",6.37597051688919e-05,0.354275697507639,0.698,0.424,0.785073249744566,"7","AT1G67090"
"AT3G11130",7.16095395402739e-05,0.296770391370302,0.377,0.171,0.881728260359392,"7","AT3G11130"
"AT4G270903",8.55964868988871e-05,0.357282879505015,0.736,0.435,1,"7","AT4G27090"
"AT3G560203",8.56718143761314e-05,0.318046084614008,0.66,0.389,1,"7","AT3G56020"
"AT3G56090",8.97246658287753e-05,0.298771663061795,0.415,0.194,1,"7","AT3G56090"
"AT5G029601",9.39594786256167e-05,0.330355373664486,0.453,0.225,1,"7","AT5G02960"
"AT2G45820",0.000100983694934007,0.260978552203551,0.415,0.193,1,"7","AT2G45820"
"AT4G29735",0.000108446540126743,0.255932122860204,0.264,0.1,1,"7","AT4G29735"
"AT3G134501",0.000111470711262882,0.289864739336799,0.396,0.185,1,"7","AT3G13450"
"AT1G331401",0.000114225484916706,0.304080269213527,0.302,0.124,1,"7","AT1G33140"
"AT5G479301",0.000123025225620842,0.275612409070054,0.509,0.261,1,"7","AT5G47930"
"AT5G20900",0.000131250241207541,0.253331065222056,0.283,0.111,1,"7","AT5G20900"
"AT4G39840",0.000132433856912193,0.252052060163495,0.377,0.169,1,"7","AT4G39840"
"AT4G189702",0.000134314748961817,0.315413249428962,0.377,0.173,1,"7","AT4G18970"
"AT2G36530",0.000204080056968376,0.257254505115357,0.321,0.139,1,"7","AT2G36530"
"AT1G749601",0.00020534896760787,0.274653489100627,0.321,0.139,1,"7","AT1G74960"
"AT1G266302",0.000205405201231702,0.302958858320773,0.642,0.391,1,"7","AT1G26630"
"AT5G20250",0.000205566547526464,0.339468972167433,0.509,0.295,1,"7","AT5G20250"
"AT1G615201",0.000235821371097734,0.252294131452501,0.358,0.165,1,"7","AT1G61520"
"AT1G684401",0.000254614247266082,0.291511320736803,0.566,0.316,1,"7","AT1G68440"
"AT1G78080",0.000267716603092049,0.284354890292921,0.415,0.206,1,"7","AT1G78080"
"AT5G643103",0.000283620824038823,0.346346485225861,0.83,0.565,1,"7","AT5G64310"
"AT5G277001",0.00028534957111318,0.290667898195599,0.509,0.275,1,"7","AT5G27700"
"AT1G152701",0.000395473962105054,0.263555780217297,0.321,0.144,1,"7","AT1G15270"
"AT5G024501",0.000401933171517603,0.324036958871723,0.509,0.289,1,"7","AT5G02450"
"AT3G490101",0.000429874581157802,0.259140489729303,0.321,0.144,1,"7","AT3G49010"
"AT4G392003",0.000459993054385385,0.286186969616143,0.774,0.513,1,"7","AT4G39200"
"AT4G24190",0.00046898228000638,0.25057534947773,0.302,0.134,1,"7","AT4G24190"
"AT1G096902",0.000550084857024731,0.296167980665851,0.415,0.218,1,"7","AT1G09690"
"AT1G631801",0.000631652684213582,0.254906728914631,0.453,0.239,1,"7","AT1G63180"
"AT3G622501",0.000810772812851861,0.323918476956419,0.34,0.172,1,"7","AT3G62250"
"AT5G183802",0.000886394212435306,0.261619180562607,0.472,0.263,1,"7","AT5G18380"
"AT5G560101",0.00144470461407733,0.376868262847423,0.679,0.488,1,"7","AT5G56010"
"AT3G160501",0.00274741859348919,0.309418907261304,0.491,0.313,1,"7","AT3G16050"
"AT1G274001",0.00281934359562085,0.254710497271118,0.358,0.193,1,"7","AT1G27400"
"AT3G13460",0.0031356000528025,0.277827736895771,0.34,0.192,1,"7","AT3G13460"
"AT3G133101",0.00345608731116389,0.289687427833978,0.623,0.464,1,"7","AT3G13310"
"AT1G313301",0.0060600860496448,0.256125890242254,0.434,0.276,1,"7","AT1G31330"
"AT1G431701",0.00757205034612982,0.267722995192011,0.472,0.308,1,"7","AT1G43170"
"AT1G540503",0.00828016220253493,0.298867121101934,0.792,0.686,1,"7","AT1G54050"
"AT1G017201",0.00870137934812173,0.317677917820845,0.736,0.591,1,"7","AT1G01720"
"AT4G31840",1.76557615650411e-138,1.61983111226129,0.85,0.009,2.17395392150351e-134,"8","AT4G31840"
"AT3G02120",2.64958124379848e-115,0.760547031659925,0.6,0.003,3.26242938548907e-111,"8","AT3G02120"
"AT1G63100",2.30636706905418e-103,0.760547031659925,0.55,0.003,2.83982977212641e-99,"8","AT1G63100"
"AT5G15510",3.57085571875827e-98,0.986325063102924,0.65,0.008,4.39679464650706e-94,"8","AT5G15510"
"AT2G25060",7.57516823452905e-80,0.880050150179441,0.45,0.003,9.32730464717562e-76,"8","AT2G25060"
"AT4G33270",4.67356110933897e-78,1.23336353915745,0.7,0.016,5.75455579392908e-74,"8","AT4G33270"
"AT3G51720",2.59436583987013e-74,0.759302792651462,0.45,0.004,3.19444265863209e-70,"8","AT3G51720"
"AT4G37450",1.14731972261856e-71,0.902459861749591,0.65,0.015,1.41269477446024e-67,"8","AT4G37450"
"AT5G162501",1.01439768602272e-64,2.3182555556766,0.95,0.048,1.24902787079977e-60,"8","AT5G16250"
"AT3G51740",1.15950816447689e-64,1.01700823156337,0.55,0.011,1.42770240292039e-60,"8","AT3G51740"
"AT1G49870",3.34908532589982e-63,0.626036261787998,0.4,0.004,4.12372876178045e-59,"8","AT1G49870"
"AT3G02640",3.92839415585314e-63,0.532310498554393,0.35,0.003,4.83703172410198e-59,"8","AT3G02640"
"AT1G027301",3.3259852230701e-62,1.27606435428291,0.9,0.041,4.09528560516622e-58,"8","AT1G02730"
"AT5G44560",3.2495785258142e-61,0.819550219027909,0.65,0.019,4.00120603883503e-57,"8","AT5G44560"
"AT1G504901",4.72771167870802e-58,1.38636815644757,0.85,0.041,5.82123138999318e-54,"8","AT1G50490"
"AT5G56120",1.26147121571823e-57,0.794917818819382,0.45,0.008,1.55324950791385e-53,"8","AT5G56120"
"AT3G52110",3.86704997773715e-53,0.828148682357155,0.5,0.012,4.76149863758775e-49,"8","AT3G52110"
"AT4G02800",1.26080900503938e-51,0.374769221567913,0.3,0.003,1.55243412790499e-47,"8","AT4G02800"
"AT3G54710",1.39533743314428e-51,0.427971692573055,0.3,0.003,1.71807898143056e-47,"8","AT3G54710"
"AT3G14190",4.66781339180273e-51,0.524854693635346,0.4,0.007,5.74747862932671e-47,"8","AT3G14190"
"AT1G23790",2.77205035874552e-46,0.318185693201546,0.25,0.002,3.41322560672336e-42,"8","AT1G23790"
"AT4G35730",2.84594959446424e-45,0.743224584637888,0.5,0.016,3.50421773566382e-41,"8","AT4G35730"
"AT5G13840",1.40287470673407e-43,1.08838575718524,0.6,0.026,1.72735962640166e-39,"8","AT5G13840"
"AT1G08560",9.04681113145691e-43,0.517437222072863,0.4,0.01,1.11393385461629e-38,"8","AT1G08560"
"AT4G143301",4.91014670335423e-42,0.69401933694405,0.5,0.017,6.04586363584007e-38,"8","AT4G14330"
"AT1G31335",2.12977139601472e-40,0.882930696664337,0.6,0.029,2.62238751991293e-36,"8","AT1G31335"
"AT4G387401",5.00036392266664e-40,1.19733220638185,0.8,0.057,6.15694809797943e-36,"8","AT4G38740"
"AT3G176401",1.41680463271653e-38,0.638644821774151,0.55,0.024,1.74451154426387e-34,"8","AT3G17640"
"AT1G18370",2.10394747396151e-35,0.77646091411182,0.45,0.017,2.59059052468881e-31,"8","AT1G18370"
"AT3G576001",3.79550871426054e-35,1.12905049296334,0.75,0.057,4.673409879869e-31,"8","AT3G57600"
"AT1G01620",6.74277174905637e-33,0.518670822011973,0.35,0.01,8.3023748546131e-29,"8","AT1G01620"
"AT1G30690",2.09630063436783e-32,1.16408175716084,0.75,0.064,2.58117497109711e-28,"8","AT1G30690"
"AT2G47500",2.32399235575794e-32,0.513742738515121,0.4,0.015,2.86153178764476e-28,"8","AT2G47500"
"AT4G328301",5.20250127405411e-31,0.676974640312349,0.5,0.026,6.40583981874283e-27,"8","AT4G32830"
"AT4G22120",8.22607642610489e-31,0.555291634044813,0.45,0.021,1.0128767903463e-26,"8","AT4G22120"
"AT2G334001",5.1516786295217e-30,0.998403215065671,0.75,0.069,6.34326189653007e-26,"8","AT2G33400"
"AT5G48310",5.62302421971566e-30,0.606273006966569,0.4,0.016,6.92362972173589e-26,"8","AT5G48310"
"AT2G26760",1.7164694919009e-29,0.42548428671396,0.25,0.005,2.11348888537758e-25,"8","AT2G26760"
"AT2G05920",1.01264412824481e-28,0.460658922021299,0.4,0.017,1.24686871510783e-24,"8","AT2G05920"
"AT2G28620",6.83129021933592e-28,0.557741031986132,0.4,0.018,8.41136764706832e-24,"8","AT2G28620"
"AT5G47500",1.55878964781431e-27,0.76914376381502,0.45,0.024,1.91933769335376e-23,"8","AT5G47500"
"AT2G44190",4.29233085913139e-27,0.364836686356653,0.3,0.01,5.28514698684848e-23,"8","AT2G44190"
"AT5G25090",3.29246038309359e-23,0.421761200671242,0.25,0.008,4.05400646970314e-19,"8","AT5G25090"
"AT4G17000",4.21832331650808e-23,0.366074520015507,0.25,0.008,5.19402149961639e-19,"8","AT4G17000"
"AT5G45420",4.52337178842965e-23,0.310729888282499,0.25,0.008,5.56962768309343e-19,"8","AT5G45420"
"AT1G514051",6.39477045648444e-23,1.12105363881347,0.7,0.079,7.87388086306929e-19,"8","AT1G51405"
"AT4G228601",6.57583555144421e-23,0.506382033563867,0.35,0.017,8.09682631449326e-19,"8","AT4G22860"
"AT1G72250",8.3448492635688e-23,0.406964198743162,0.35,0.017,1.02750128982323e-18,"8","AT1G72250"
"AT1G76310",9.48913983552041e-22,0.357431905134902,0.3,0.013,1.16839778794763e-17,"8","AT1G76310"
"AT4G051901",1.53974085266956e-21,0.668527217360287,0.45,0.033,1.89588291189203e-17,"8","AT4G05190"
"AT4G12730",1.63121749191867e-21,0.30949099164914,0.25,0.009,2.00851809779946e-17,"8","AT4G12730"
"AT4G21960",3.33349477791618e-21,0.535844734156465,0.45,0.033,4.10453212004819e-17,"8","AT4G21960"
"AT2G19620",1.69331145534579e-20,0.590412352057277,0.4,0.027,2.08497439496727e-16,"8","AT2G19620"
"AT4G158021",9.01470658201471e-20,0.944858445807539,0.8,0.119,1.10998082144347e-15,"8","AT4G15802"
"AT3G173901",1.83340049645299e-19,0.714473233717561,0.7,0.091,2.25746603128256e-15,"8","AT3G17390"
"AT4G351002",2.813987752954e-19,1.49368716047498,0.85,0.169,3.46486312021226e-15,"8","AT4G35100"
"AT3G05330",4.70724831839706e-19,0.41557732904787,0.25,0.01,5.7960348544423e-15,"8","AT3G05330"
"AT3G54810",5.09727868000686e-19,0.356201461528641,0.3,0.016,6.27627923869245e-15,"8","AT3G54810"
"AT1G18840",7.19205946799948e-19,0.492984178348324,0.4,0.029,8.85558282294775e-15,"8","AT1G18840"
"AT3G237301",4.40961767199026e-18,0.780431636914405,0.55,0.061,5.42956223952161e-14,"8","AT3G23730"
"AT5G06150",7.57348054057496e-18,0.304546016659126,0.25,0.011,9.32522658960995e-14,"8","AT5G06150"
"AT2G04780",6.58464886943914e-17,0.397183177950576,0.35,0.025,8.10767815294041e-13,"8","AT2G04780"
"AT4G12880",6.8527723026327e-17,0.303312416720016,0.25,0.012,8.43781853623165e-13,"8","AT4G12880"
"AT4G38062",7.31137209212821e-17,0.302079870689567,0.25,0.012,9.00249245703747e-13,"8","AT4G38062"
"AT4G266601",9.45637964433526e-17,0.347617615307946,0.3,0.018,1.164364025607e-12,"8","AT4G26660"
"AT1G03470",3.48364861622319e-16,0.350064935726689,0.3,0.019,4.28941654115561e-12,"8","AT1G03470"
"AT1G037801",1.03417500053542e-15,0.50027667091468,0.3,0.02,1.27337967815926e-11,"8","AT1G03780"
"AT1G118502",1.05383048784546e-15,1.54819947584355,0.85,0.216,1.29758147968412e-11,"8","AT1G11850"
"AT1G092102",1.41800996844733e-15,0.872289819856894,0.7,0.118,1.7459956741492e-11,"8","AT1G09210"
"AT1G14460",3.21826476118361e-15,0.443570963728006,0.35,0.029,3.96264940044538e-11,"8","AT1G14460"
"AT5G24300",3.21826476118361e-15,0.443570963728006,0.35,0.029,3.96264940044538e-11,"8","AT5G24300"
"AT5G19730",8.77116087067033e-15,0.454532819224458,0.3,0.022,1.07999303800564e-10,"8","AT5G19730"
"AT2G22610",1.24304418866709e-14,0.399622223401994,0.3,0.022,1.53056030950579e-10,"8","AT2G22610"
"AT1G29990",1.53533593773509e-14,0.299617933162274,0.25,0.015,1.89045914013322e-10,"8","AT1G29990"
"AT2G37080",2.0163623168288e-14,0.477309109367553,0.4,0.04,2.48274692071131e-10,"8","AT2G37080"
"AT5G48580",5.35116365857749e-14,0.356201461528641,0.25,0.016,6.58888781280646e-10,"8","AT5G48580"
"AT1G282901",7.98487368826321e-14,0.580737914859431,0.35,0.032,9.83177497235849e-10,"8","AT1G28290"
"AT1G35780",2.54766751890356e-13,0.29838853808073,0.25,0.016,3.13694301602595e-09,"8","AT1G35780"
"AT1G80420",2.54766751890356e-13,0.29838853808073,0.25,0.016,3.13694301602595e-09,"8","AT1G80420"
"AT1G78300",2.62920627335366e-13,0.560578342094197,0.55,0.081,3.23734168438036e-09,"8","AT1G78300"
"AT2G148901",6.58531331094479e-13,0.732261803612815,0.65,0.116,8.10849627976633e-09,"8","AT2G14890"
"AT5G59880",7.22259157162726e-13,0.455882551556226,0.45,0.056,8.89317700214465e-09,"8","AT5G59880"
"AT1G60810",9.44483492382844e-13,0.295932886354418,0.25,0.017,1.162942524171e-08,"8","AT1G60810"
"AT4G139403",2.55268658024993e-12,1.33517351567515,1,0.384,3.14312298626174e-08,"8","AT4G13940"
"AT3G236701",2.57036335545413e-12,0.375415362868341,0.35,0.035,3.16488839957067e-08,"8","AT3G23670"
"AT3G14760",5.04137907674241e-12,0.413551257217979,0.4,0.048,6.20745005719293e-08,"8","AT3G14760"
"AT5G19770",6.77604666885947e-12,0.446460836170968,0.45,0.061,8.34334626336667e-08,"8","AT5G19770"
"AT5G384801",8.35551890818115e-12,0.702001921911376,0.55,0.097,1.02881504316435e-07,"8","AT5G38480"
"AT5G10560",8.87557359064388e-12,0.29225722821102,0.25,0.019,1.09284937621598e-07,"8","AT5G10560"
"AT5G555201",9.71050607331583e-12,0.291034086941579,0.25,0.019,1.19565461280738e-07,"8","AT5G55520"
"AT2G39960",1.55047884340312e-11,0.39110354383387,0.3,0.029,1.90910459988226e-07,"8","AT2G39960"
"AT3G04470",1.6150066018329e-11,0.429083527768028,0.35,0.039,1.98855762883685e-07,"8","AT3G04470"
"AT4G246101",1.62154667818751e-11,0.38989068538422,0.3,0.029,1.99661042485228e-07,"8","AT4G24610"
"AT2G018501",1.67192196247638e-11,0.664750526614804,0.55,0.097,2.05863751239716e-07,"8","AT2G01850"
"AT5G57330",1.97523737413344e-11,0.336655759811494,0.3,0.029,2.43210977877051e-07,"8","AT5G57330"
"AT5G13260",2.31228913322544e-11,0.293481407360322,0.25,0.02,2.84712160974048e-07,"8","AT5G13260"
"AT5G197801",2.54134251751894e-11,0.542272687574952,0.55,0.095,3.12915504182107e-07,"8","AT5G19780"
"AT4G38470",3.35626239262283e-11,0.718349915998859,0.75,0.179,4.13256588403649e-07,"8","AT4G38470"
"AT5G66680",5.13732564582663e-11,0.457064604093381,0.4,0.053,6.32558906770633e-07,"8","AT5G66680"
"AT5G443401",5.83806007783261e-11,0.916092861580934,0.75,0.224,7.1884033738353e-07,"8","AT5G44340"
"AT2G22795",7.39087570042631e-11,0.335442901361844,0.3,0.03,9.10038524993491e-07,"8","AT2G22795"
"AT2G368801",7.82896971814505e-11,0.432442636413273,0.45,0.066,9.63981041395201e-07,"8","AT2G36880"
"AT1G294701",1.21686443103435e-10,0.509029144923644,0.5,0.084,1.49832517393259e-06,"8","AT1G29470"
"AT2G45590",1.23285245464724e-10,0.424286532356337,0.35,0.042,1.51801122740715e-06,"8","AT2G45590"
"AT3G25860",1.45160500900783e-10,0.333020239094988,0.3,0.031,1.78736124759134e-06,"8","AT3G25860"
"AT1G50670",1.4650648301404e-10,0.289811981793625,0.25,0.022,1.80393432535188e-06,"8","AT1G50670"
"AT5G64570",1.4650648301404e-10,0.289811981793625,0.25,0.022,1.80393432535188e-06,"8","AT5G64570"
"AT3G16060",1.4650648301404e-10,0.289811981793625,0.25,0.022,1.80393432535188e-06,"8","AT3G16060"
"AT4G241901",1.53994824739125e-10,0.831006190122249,0.6,0.133,1.89613827701285e-06,"8","AT4G24190"
"AT2G17560",1.93338427721003e-10,0.460577069305559,0.5,0.084,2.38057606052871e-06,"8","AT2G17560"
"AT5G12850",2.54896018887743e-10,0.333020239094988,0.3,0.032,3.13853468056478e-06,"8","AT5G12850"
"AT2G21300",2.84247055411575e-10,0.368231804254447,0.35,0.043,3.49993399328273e-06,"8","AT2G21300"
"AT1G048202",3.11940161942495e-10,0.838659041975614,0.75,0.2,3.84091921399794e-06,"8","AT1G04820"
"AT5G11490",3.21505355965186e-10,0.363462560106575,0.35,0.043,3.95869544799934e-06,"8","AT5G11490"
"AT3G099801",3.56727647868302e-10,0.525319554293755,0.55,0.105,4.3923875282024e-06,"8","AT3G09980"
"AT2G04570",4.52279015619464e-10,0.51071212358099,0.35,0.045,5.56891151932246e-06,"8","AT2G04570"
"AT5G50460",4.92291343170935e-10,0.419505434224538,0.35,0.045,6.06158330846372e-06,"8","AT5G50460"
"AT5G617901",6.12661760260917e-10,0.498744542662123,0.5,0.089,7.54370425409267e-06,"8","AT5G61790"
"AT3G51460",6.84219858166059e-10,0.28859091101325,0.25,0.023,8.42479911359869e-06,"8","AT3G51460"
"AT4G32330",6.84219858166059e-10,0.28859091101325,0.25,0.023,8.42479911359869e-06,"8","AT4G32330"
"AT1G19110",8.30764669166508e-10,0.476709610069133,0.45,0.074,1.02292053714472e-05,"8","AT1G19110"
"AT3G57930",8.79126416189737e-10,0.43389652653016,0.3,0.035,1.08246835625442e-05,"8","AT3G57930"
"AT3G492601",9.86968435125476e-10,0.85272946621824,0.75,0.216,1.21525423417e-05,"8","AT3G49260"
"AT1G79060",1.14778746145273e-09,0.343954401217361,0.25,0.024,1.41327070128675e-05,"8","AT1G79060"
"AT5G420202",1.47512562709972e-09,0.826802684285826,0.7,0.184,1.81632218464789e-05,"8","AT5G42020"
"AT5G275501",1.51109151006702e-09,0.283716936644779,0.25,0.024,1.86060697634552e-05,"8","AT5G27550"
"AT5G08680",2.21380228457498e-09,0.328187085359045,0.3,0.035,2.72585475299717e-05,"8","AT5G08680"
"AT3G51160",2.33973825467252e-09,0.341517415771528,0.25,0.025,2.88091971297827e-05,"8","AT3G51160"
"AT1G48160",2.38220974707422e-09,0.325776566768364,0.3,0.035,2.93321486157248e-05,"8","AT1G48160"
"AT1G67230",2.44058886860083e-09,0.674460651560259,0.65,0.165,3.0050970739082e-05,"8","AT1G67230"
"AT1G670902",2.55216283562468e-09,1.06044855458016,0.95,0.428,3.14247809950467e-05,"8","AT1G67090"
"AT5G187001",2.96804365823017e-09,0.283716936644779,0.25,0.025,3.65455215637881e-05,"8","AT5G18700"
"AT3G27330",3.58278673944867e-09,0.447215668927658,0.25,0.026,4.41148531228315e-05,"8","AT3G27330"
"AT5G10160",3.87289034488363e-09,0.429083527768028,0.3,0.037,4.76868988165521e-05,"8","AT5G10160"
"AT1G106701",3.87870083575011e-09,0.53726575868986,0.65,0.155,4.77584433905911e-05,"8","AT1G10670"
"AT4G399001",4.62869580157989e-09,0.391146879070822,0.4,0.063,5.69931314048532e-05,"8","AT4G39900"
"AT1G35160",4.7502211453914e-09,0.539158811108032,0.4,0.066,5.84894729632043e-05,"8","AT1G35160"
"AT4G33200",4.79293878866939e-09,0.377817853083645,0.3,0.037,5.90154553048862e-05,"8","AT4G33200"
"AT1G04430",6.52998822332924e-09,0.506737333415654,0.45,0.082,8.04037449938529e-05,"8","AT1G04430"
"AT5G36290",6.66380245895648e-09,0.358709030135941,0.35,0.05,8.20513996771312e-05,"8","AT5G36290"
"AT1G01770",9.61658253533134e-09,0.589654196045878,0.35,0.052,0.000118408980757535,"8","AT1G01770"
"AT5G28540",1.0458767706255e-08,0.536393600452181,0.55,0.121,0.000128778806767118,"8","AT5G28540"
"AT4G27500",1.06473855927448e-08,0.605875186740447,0.7,0.195,0.000131101258803466,"8","AT4G27500"
"AT4G09000",1.14530233570049e-08,0.465167988186442,0.45,0.084,0.000141021076594802,"8","AT4G09000"
"AT1G68060",1.41914353743288e-08,0.322168323851516,0.3,0.039,0.00017473914376411,"8","AT1G68060"
"AT3G62070",1.41914353743288e-08,0.322168323851516,0.3,0.039,0.00017473914376411,"8","AT3G62070"
"AT4G089501",1.4767516201678e-08,0.489663820056712,0.45,0.083,0.000181832426991261,"8","AT4G08950"
"AT1G04120",1.69629653002025e-08,0.282501011548875,0.25,0.028,0.000208864991741393,"8","AT1G04120"
"AT4G18820",1.72818198741922e-08,0.37421561640345,0.3,0.04,0.000212791048110929,"8","AT4G18820"
"AT1G044101",1.78248140163371e-08,0.640069294109325,0.5,0.109,0.000219476934983159,"8","AT1G04410"
"AT1G76200",1.91962856747515e-08,0.524526646859182,0.65,0.166,0.000236363865513216,"8","AT1G76200"
"AT3G03070",2.36726737807265e-08,0.482890591461286,0.5,0.106,0.000291481632262085,"8","AT3G03070"
"AT1G28200",2.46298229186064e-08,0.434459090405835,0.5,0.103,0.000303267009596801,"8","AT1G28200"
"AT5G670701",2.87868639306698e-08,0.503306428015381,0.45,0.089,0.000354452655578337,"8","AT5G67070"
"AT3G47810",2.91492842702682e-08,0.281286110390017,0.25,0.029,0.000358915137219812,"8","AT3G47810"
"AT2G27030",3.007981678363e-08,0.280072231445126,0.25,0.029,0.000370372784056837,"8","AT2G27030"
"AT1G02280",3.28820889419608e-08,0.318569082797448,0.3,0.041,0.000404877161142364,"8","AT1G02280"
"AT1G79530",4.22039262771197e-08,0.334231061693036,0.25,0.029,0.000519656944250175,"8","AT1G79530"
"AT5G15490",4.87284139506434e-08,0.280072231445126,0.25,0.029,0.000599992960974272,"8","AT5G15490"
"AT3G440501",5.50481861574901e-08,0.272810328322671,0.25,0.029,0.000677808316157176,"8","AT3G44050"
"AT2G46250",6.87003137446008e-08,0.477868866893974,0.35,0.056,0.000845906963137269,"8","AT2G46250"
"AT5G665701",7.68637601903965e-08,0.493162475949847,0.65,0.174,0.000946423479224353,"8","AT5G66570"
"AT2G29960",7.94070456936943e-08,0.278859372995476,0.25,0.03,0.000977738953626458,"8","AT2G29960"
"AT1G112601",8.35939105890038e-08,1.10208397044276,0.9,0.517,0.0010292918210824,"8","AT1G11260"
"AT5G484801",9.93971821305482e-08,0.602795793808475,0.65,0.19,0.00122387750357344,"8","AT5G48480"
"AT5G55730",1.12250136229778e-07,0.330601638292345,0.25,0.031,0.00138213592739725,"8","AT5G55730"
"AT4G24820",1.47065213358978e-07,0.427800009588186,0.4,0.077,0.0018108139720891,"8","AT4G24820"
"AT3G43810",1.52389811987212e-07,0.310205609862821,0.3,0.044,0.00187637575499855,"8","AT3G43810"
"AT2G342501",1.56771821148267e-07,0.540162890750154,0.65,0.19,0.00193033143379861,"8","AT2G34250"
"AT1G31780",2.02391097079139e-07,0.275226903495554,0.25,0.032,0.00249204157833544,"8","AT1G31780"
"AT4G133401",2.22491502288129e-07,0.728989148052425,0.5,0.131,0.00273953786767373,"8","AT4G13340"
"AT3G027201",2.51942891436513e-07,0.313784020232071,0.3,0.046,0.00310217282225779,"8","AT3G02720"
"AT3G28715",2.59286510875762e-07,0.312590230308026,0.3,0.046,0.00319259480841326,"8","AT3G28715"
"AT4G10840",2.91438057960557e-07,0.363462560106575,0.3,0.047,0.00358847680766834,"8","AT4G10840"
"AT5G64160",3.00137133492301e-07,0.275226903495554,0.25,0.033,0.0036955885246907,"8","AT5G64160"
"AT5G40960",3.25925678692879e-07,0.271603556992677,0.25,0.033,0.00401312288174542,"8","AT5G40960"
"AT2G21600",3.73595584069165e-07,0.309014776084199,0.3,0.047,0.00460008242664363,"8","AT2G21600"
"AT1G704901",3.95765776387702e-07,0.649135421267571,0.7,0.242,0.00487306400466178,"8","AT1G70490"
"AT1G14830",4.15672671866826e-07,0.419711189611011,0.4,0.081,0.00511817760869623,"8","AT1G14830"
"AT3G12260",4.6141718554558e-07,0.272810328322671,0.25,0.034,0.00568142980562273,"8","AT3G12260"
"AT5G098101",5.77521258275527e-07,0.599413657018697,0.85,0.328,0.00711101925314656,"8","AT5G09810"
"AT3G20060",6.30061796103033e-07,0.387640935569287,0.35,0.065,0.00775795089541664,"8","AT3G20060"
"AT2G394601",7.00159490118531e-07,0.458287076696356,0.4,0.085,0.00862106380182947,"8","AT2G39460"
"AT5G050801",7.89514221393165e-07,0.529820946528695,0.35,0.068,0.00972128860801404,"8","AT5G05080"
"AT1G563402",8.24681299114979e-07,0.446607578279714,0.55,0.145,0.0101543008360027,"8","AT1G56340"
"AT1G21080",8.41548908436712e-07,0.30782492443664,0.3,0.049,0.0103619917095812,"8","AT1G21080"
"AT4G34720",8.41548908436712e-07,0.30782492443664,0.3,0.049,0.0103619917095812,"8","AT4G34720"
"AT2G427801",1.02873140045516e-06,0.435934437329365,0.35,0.068,0.0126667697338044,"8","AT2G42780"
"AT3G036802",1.18914561845571e-06,0.465886640774597,0.5,0.126,0.0146419500000452,"8","AT3G03680"
"AT4G31480",1.2185661527891e-06,0.363335029053154,0.4,0.085,0.0150042050392922,"8","AT4G31480"
"AT1G53850",1.35950092750475e-06,0.27039779424728,0.25,0.036,0.0167395349203659,"8","AT1G53850"
"AT5G39950",1.35950092750475e-06,0.27039779424728,0.25,0.036,0.0167395349203659,"8","AT5G39950"
"AT3G17440",1.39391527028228e-06,0.269193038401996,0.25,0.036,0.0171632787229857,"8","AT3G17440"
"AT5G196901",1.48034488564707e-06,0.467208969229017,0.45,0.109,0.0182274865769724,"8","AT5G19690"
"AT5G234001",1.77206909281396e-06,0.303997619791974,0.25,0.036,0.0218194867398183,"8","AT5G23400"
"AT2G28900",1.80229585243193e-06,0.374339681849705,0.45,0.106,0.0221916688309944,"8","AT2G28900"
